index,model_name,model_A,model_B,P({a} > {b}),P({a} == {b}),P({b} > {a}),left,within,right
434,rcnn,3000,8000,0.0,0.82938,0.17062,0.0,0.82938,0.17062
435,rcnn,3500,4000,0.0,0.97454,0.02546,0.0,0.97454,0.02546
436,rcnn,3500,4500,0.0,0.99502,0.00498,0.0,0.99502,0.00498
437,rcnn,3500,5000,0.0,0.86846,0.13154,0.0,0.86846,0.13154
438,rcnn,3500,5500,6e-05,0.9726,0.02734,6e-05,0.9726,0.02734
439,rcnn,3500,6000,0.00018,0.97544,0.02438,0.00018,0.97544,0.02438
440,rcnn,3500,6500,0.00098,0.79354,0.20548,0.00098,0.79354,0.20548
441,rcnn,3500,7000,0.0,0.91908,0.08092,0.0,0.91908,0.08092
442,rcnn,3500,7500,0.0236,0.3223,0.6541,0.0236,0.3223,0.6541
443,rcnn,3500,8000,0.0,0.95908,0.04092,0.0,0.95908,0.04092
444,rcnn,4000,4500,0.0003,0.9997,0.0,0.0003,0.9997,0.0
445,rcnn,4000,5000,0.00016,0.99876,0.00108,0.00016,0.99876,0.00108
446,rcnn,4000,5500,0.00296,0.99704,0.0,0.00296,0.99704,0.0
447,rcnn,4000,6000,0.00218,0.99738,0.00044,0.00218,0.99738,0.00044
448,rcnn,4000,6500,0.0,0.99896,0.00104,0.0,0.99896,0.00104
449,rcnn,4000,7000,0.00018,0.99966,0.00016,0.00018,0.99966,0.00016
450,rcnn,4000,7500,0.01148,0.9825,0.00602,0.01148,0.9825,0.00602
451,rcnn,4000,8000,2e-05,0.99998,0.0,2e-05,0.99998,0.0
452,rcnn,4500,5000,0.0004,0.92836,0.07124,0.0004,0.92836,0.07124
453,rcnn,4500,5500,0.0014,0.99258,0.00602,0.0014,0.99258,0.00602
454,rcnn,4500,6000,4e-05,0.99868,0.00128,4e-05,0.99868,0.00128
455,rcnn,4500,6500,0.0,0.95716,0.04284,0.0,0.95716,0.04284
456,rcnn,4500,7000,0.0,0.99172,0.00828,0.0,0.99172,0.00828
