index,model_name,max_seq_length,vocab_size,use_punct,embedding_dim,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,train_loss_std,train_acc_std,val_loss_std,val_acc_std,test_loss_std,test_acc_std,precision_micro_std,recall_micro_std,f1_micro_std,precision_macro_std,recall_macro_std,f1_macro_std,precision_weighted_std,recall_weighted_std,f1_weighted_std
47,lstm,5,1700,True,50,1.1032084599999998,61.50121360000001,1.22932451,57.877181799999995,1.1767117200000001,59.347699899999995,0.5936640115858074,0.5936640115858074,0.5936640115858074,0.5697984937994217,0.5325441439517189,0.5697984937994217,0.597272915773962,0.5936640115858074,0.5781642573207993,0.0017989628457654235,0.07969746514608297,0.009026376204146286,0.42263210861083683,0.012205880290963637,0.4485048131983624,0.004649290186094723,0.004649290186094723,0.004649290186094723,0.010116124500595555,0.006807520493639063,0.010116124500595555,0.009802143193901746,0.004649290186094723,0.006380071399363955
48,lstm,45,1700,True,50,1.11823362,60.984425,1.25648335,57.07850300000001,1.1552041399999997,60.08189610000001,0.6013034033309196,0.6013034033309196,0.6013034033309196,0.5929007462138196,0.5447042112461254,0.5929007462138196,0.6135162409146032,0.6013034033309196,0.5875283650982113,0.004730710362161987,0.20411461276395362,0.008468466294206547,0.2058949480471339,0.027081296268220128,0.8771635456942936,0.008897721661425067,0.008897721661425067,0.008897721661425067,0.014691859333788432,0.008635285228931488,0.014691859333788432,0.008954011918132247,0.008897721661425067,0.00815987837734477
49,lstm,25,1700,True,50,1.0933876599999999,61.7268417,1.23605434,57.70360960000001,1.15659558,60.031609100000004,0.6007965242577842,0.6007965242577842,0.6007965242577842,0.5917315640710512,0.5490272697869368,0.5917315640710512,0.6142946315028042,0.6007965242577842,0.5880823377824425,0.0021648064220361448,0.09060001214134308,0.008319902854961673,0.21522993333962304,0.01589141991151182,0.8124707859090415,0.007877352120861766,0.007877352120861766,0.007877352120861766,0.012154934468609654,0.009606982587051414,0.012154934468609654,0.008015769592700643,0.007877352120861766,0.009068853507002766
50,gru,5,1700,True,50,1.0068875,64.5140139,1.27888363,57.53713180000001,1.1674147,59.42815890000001,0.5943157132512671,0.5943157132512671,0.5943157132512671,0.5841580155530254,0.5283404340043705,0.5841580155530254,0.6050339629272309,0.5943157132512671,0.5764203302600858,0.0027945184323758675,0.07720587356678649,0.01231349624852065,0.3446760782186356,0.013215123382280203,0.7172987466507701,0.007223508207407875,0.007223508207407875,0.007223508207407875,0.023364967192621995,0.00909406963029786,0.023364967192621995,0.014470833988658194,0.007223508207407875,0.008742042444928261
51,gru,40,1700,True,50,0.9467250139999999,66.3856632,1.2316147799999997,58.5661679,1.1309209199999999,60.4468392,0.6047429398986243,0.6047429398986243,0.6047429398986243,0.5982397267602039,0.556386050411348,0.5982397267602039,0.6194439002667654,0.6047429398986243,0.5933529294085246,0.004530119898443216,0.158340139857059,0.010809705490365756,0.2332018203037642,0.015927899827228476,0.6063092762815561,0.006208092759956828,0.006208092759956828,0.006208092759956828,0.012779258541125688,0.00930074465842109,0.012779258541125688,0.005759601411950906,0.006208092759956828,0.005025873081744808
52,gru,35,1700,True,50,0.949141219,66.2745123,1.2390934000000002,58.480639100000005,1.12603461,60.653015200000006,0.6066618392469225,0.6066618392469225,0.6066618392469225,0.6049484206999313,0.5563419209104118,0.6049484206999313,0.6224438166301506,0.6066618392469225,0.5947073242943081,0.004481939218905789,0.19394702954446544,0.006697274497883454,0.30272374374940686,0.014604055661923408,0.5949356141187455,0.005885691831089508,0.005885691831089508,0.005885691831089508,0.010426203912594486,0.0068309647346632375,0.010426203912594486,0.007560182522952366,0.005885691831089508,0.0039833798995378795
53,gru,30,1700,True,50,0.9484113759999999,66.30002859999999,1.2322161600000003,58.677817700000006,1.1278066900000001,60.0560335,0.6011223750905141,0.6011223750905141,0.6011223750905141,0.603225349904841,0.552592745594637,0.603225349904841,0.6231576198757758,0.6011223750905141,0.5910974253427514,0.004466660337396517,0.15402790269240962,0.007728214705321961,0.2543891451532257,0.008268223340321842,0.7803911381984799,0.0073905455057587804,0.0073905455057587804,0.0073905455057587804,0.011234842119501483,0.007247501851443633,0.011234842119501483,0.007719193553757378,0.0073905455057587804,0.003514927403752549
54,gru,25,1700,True,50,0.950136723,66.29288399999999,1.2317470099999999,58.605879400000006,1.1306056899999999,60.872844199999996,0.6087979724837075,0.6087979724837075,0.6087979724837075,0.6034876875852213,0.5559752145233939,0.6034876875852213,0.6188156472675062,0.6087979724837075,0.5961223632038357,0.0029071698668409383,0.14591171808170678,0.015019487767597142,0.30735949797561757,0.01243363153033383,0.4158848542332633,0.004191975484662892,0.004191975484662892,0.004191975484662892,0.014101486167442891,0.007757517826671494,0.014101486167442891,0.011450355790664772,0.004191975484662892,0.004122168156904906
55,gru,20,1700,True,50,0.9492763040000002,66.22964119999999,1.23538089,58.4948273,1.13528004,60.37212409999999,0.6039102099927589,0.6039102099927589,0.6039102099927589,0.6100456584791766,0.5576577183538401,0.6100456584791766,0.6246156608510737,0.6039102099927589,0.5940713089999667,0.001944265094306271,0.09389017614781112,0.008978733312846642,0.16789647716114392,0.014320834066585166,0.6617332739712926,0.006554900127444011,0.006554900127444011,0.006554900127444011,0.014340350094881516,0.005924367401927125,0.014340350094881516,0.00464959580977697,0.006554900127444011,0.003727331390577306
56,gru,15,1700,True,50,0.952225143,66.1599467,1.238711,58.6613813,1.1249991600000002,60.61422209999999,0.6065894279507603,0.6065894279507603,0.6065894279507603,0.6042181141827978,0.559237319287463,0.6042181141827978,0.6233262159415726,0.6065894279507603,0.5959375774577563,0.0033565108675099133,0.11291172117193746,0.009774716980841694,0.2596578287850089,0.012182903415597529,0.6208825103004517,0.0058608931540530635,0.0058608931540530635,0.0058608931540530635,0.008987762520399999,0.01147854099741882,0.008987762520399999,0.006536859860998967,0.0058608931540530635,0.00858162018214262
57,gru,10,1700,True,50,0.956268704,66.003441,1.2570640400000002,58.31989410000001,1.1367742699999999,60.3340514,0.6033671252715423,0.6033671252715423,0.6033671252715423,0.5935866411925668,0.5511903902251307,0.5935866411925668,0.6115605930848238,0.6033671252715423,0.5890313465099891,0.0030729140447255153,0.10876844286219846,0.009225306056856156,0.29904324869766774,0.016189004868466198,0.6293126513353331,0.006352346044494415,0.006352346044494415,0.006352346044494415,0.008166503307352113,0.006916825105261779,0.008166503307352113,0.005005340565254261,0.006352346044494415,0.004821921782252109
58,gru,45,1700,True,50,0.946911544,66.3522921,1.2451122100000003,58.30258190000001,1.13560504,60.3419521,0.6037653874004344,0.6037653874004344,0.6037653874004344,0.6045099293327594,0.5495781686486858,0.6045099293327594,0.6207892164898686,0.6037653874004344,0.5895845964822761,0.003922896788197323,0.14496025327612125,0.010502473713839527,0.3260991628659562,0.015045428291470387,0.6394186523181233,0.006481608785165314,0.006481608785165314,0.006481608785165314,0.021266683112909922,0.0052479609818369645,0.021266683112909922,0.010967330875489588,0.006481608785165314,0.00515853823095934
59,gru,50,1700,True,50,0.9438286120000001,66.48709019999998,1.23933304,58.5195371,1.13013695,60.606320399999994,0.6061911658218682,0.6061911658218682,0.6061911658218682,0.593601359091052,0.5561528858606042,0.593601359091052,0.6157755940590264,0.6061911658218682,0.5934749324488737,0.002745308975886803,0.12505351560902897,0.013000924451249968,0.37704185439563953,0.021330136571644308,0.5808976945382234,0.0060198959753755745,0.0060198959753755745,0.0060198959753755745,0.011755333226830653,0.008391960975668966,0.011755333226830653,0.008606228181867851,0.0060198959753755745,0.005445453433111614
